#{"source_key": "UNHCR", "source_url": "http://www.unhcr.org/cgi-bin/texis/vtx/home/opendocAttachment.zip?COMID=58aa8f854", "source_date": 2017-02-01, "extract_date": 2017-04-04}
UN major regions,UNHCR-Bureaux,Country/territory of asylum/residence,Type of population,Population Start 2016,of whom assisted by UNHCR Start 2016,Population Mid 2016,of whom assisted by UNHCR Mid 2016,Notes,Misc
Europe,Europe,Norway,Total population of concern,"  78,266 ",   -00 ,"  73,235 ",   -00 ,,
Europe,Europe,Poland,Total Refugee and people in refugee-like situations,"  14,065 ",   -00 ,"  12,912 ",   -00 ,,
Europe,Europe,Poland,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Poland,Asylum-seekers,"   3,303 ",  -00 ,   -00 ,   -00 ,,
Europe,Europe,Poland,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Poland,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Poland,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Poland,Persons under UNHCR's statelessness mandate,"  10,825 ",   -00 ,"  10,825 ",   -00 ,,
Europe,Europe,Poland,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Poland,Total population of concern,"  28,193 ",   -00 ,"  23,737 ",   -00 ,,
Europe,Europe,Portugal,Total Refugee and people in refugee-like situations,   853 ,   -00 ,"  1,055 ",  -00 ,,
Europe,Europe,Portugal,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Portugal,Asylum-seekers,  582 ,   -00 ,   751 ,   -00 ,,
Europe,Europe,Portugal,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Portugal,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Portugal,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Portugal,Persons under UNHCR's statelessness mandate,   14 ,  -00 ,   14 ,  -00 ,,
Europe,Europe,Portugal,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Portugal,Total population of concern,"  1,449 ",  -00 ,"  1,820 ",  -00 ,,
Europe,Europe,Rep. of Moldova,Total Refugee and people in refugee-like situations,  446 ,   446 ,   433 ,   433 ,,
Europe,Europe,Rep. of Moldova,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Rep. of Moldova,Asylum-seekers,   110 ,   110 ,   124 ,   124 ,,
Europe,Europe,Rep. of Moldova,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Rep. of Moldova,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Rep. of Moldova,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Rep. of Moldova,Persons under UNHCR's statelessness mandate,"   5,014 ",  134 ,"  4,901 ",  33 ,,
Europe,Europe,Rep. of Moldova,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Rep. of Moldova,Total population of concern,"   5,570 ",  690 ,"  5,458 ",  590 ,,
Europe,Europe,Romania,Total Refugee and people in refugee-like situations,"   2,598 ",  314 ,"  2,608 ",  197 ,,
Europe,Europe,Romania,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Romania,Asylum-seekers,   432 ,   386 ,   309 ,   258 ,,
Europe,Europe,Romania,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Romania,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Romania,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Romania,Persons under UNHCR's statelessness mandate,  240 ,   -00 ,   251 ,   -00 ,,
Europe,Europe,Romania,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Romania,Total population of concern,"   3,270 ",  700 ,"  3,168 ",  455 ,,
Europe,Europe,Russian Federation,Total Refugee and people in refugee-like situations,"  314,507 ","   7,071 ","   314,507 ","   7,071 ",,
Europe,Europe,Russian Federation,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Russian Federation,Asylum-seekers,"   2,088 ",  990 ,"  2,088 ",  991 ,,
Europe,Europe,Russian Federation,Returned refugees,   -00 ,   -00 ,   30 ,  -00 ,,
Europe,Europe,Russian Federation,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Russian Federation,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Russian Federation,Persons under UNHCR's statelessness mandate,"  101,813 ","   2,873 ","   101,813 ","   2,873 ",v,
Europe,Europe,Russian Federation,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Russian Federation,Total population of concern,"  418,408 ","   10,934 ","  418,438 ","   10,935 ",,
Europe,Europe,Serbia and Kosovo: S/RES/1244 (1999),Total Refugee and people in refugee-like situations,"  35,332 ","  7,383 ","   29,493 ","  3,429 ",,
Europe,Europe,Serbia and Kosovo: S/RES/1244 (1999),People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Serbia and Kosovo: S/RES/1244 (1999),Asylum-seekers,  116 ,   116 ,   321 ,   321 ,,
Europe,Europe,Serbia and Kosovo: S/RES/1244 (1999),Returned refugees,   -00 ,   -00 ,   22 ,  19 ,,
Europe,Europe,Serbia and Kosovo: S/RES/1244 (1999),"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations","  220,002 ","   25,862 ","  219,854 ","   21,214 ",,
Europe,Europe,Serbia and Kosovo: S/RES/1244 (1999),Returned IDPs,   -00 ,   -00 ,   175 ,   175 ,,
Europe,Europe,Serbia and Kosovo: S/RES/1244 (1999),Persons under UNHCR's statelessness mandate,"  2,700 ",  317 ,"  2,700 ",  314 ,,
Europe,Europe,Serbia and Kosovo: S/RES/1244 (1999),Others of concern to UNHCR,  -00 ,   -00 ,"  1,500 ","   1,500 ",,
Europe,Europe,Serbia and Kosovo: S/RES/1244 (1999),Total population of concern,"  258,150 ","   33,678 ","  254,065 ","   26,972 ",,
Europe,Europe,Slovakia,Total Refugee and people in refugee-like situations,   820 ,   -00 ,   978 ,   -00 ,,
Europe,Europe,Slovakia,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Slovakia,Asylum-seekers,  173 ,   -00 ,   23 ,  -00 ,,
Europe,Europe,Slovakia,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Slovakia,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Slovakia,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Slovakia,Persons under UNHCR's statelessness mandate,"  1,523 ",  -00 ,"  1,523 ",  -00 ,,
Europe,Europe,Slovakia,Others of concern to UNHCR,  85 ,  85 ,  128 ,   128 ,,
Europe,Europe,Slovakia,Total population of concern,"  2,601 ",  85 ,"   2,652 ",  128 ,,
Europe,Europe,Slovenia,Total Refugee and people in refugee-like situations,   292 ,   -00 ,   350 ,   -00 ,,
Europe,Europe,Slovenia,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Slovenia,Asylum-seekers,  103 ,   -00 ,   257 ,   -00 ,,
Europe,Europe,Slovenia,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Slovenia,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Slovenia,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Slovenia,Persons under UNHCR's statelessness mandate,   4 ,   -00 ,   4 ,   -00 ,,
Europe,Europe,Slovenia,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Slovenia,Total population of concern,   399 ,   -00 ,   611 ,   -00 ,,
Europe,Europe,Spain,Total Refugee and people in refugee-like situations,"   6,457 ",  -00 ,"  9,510 ",  -00 ,,
Europe,Europe,Spain,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Spain,Asylum-seekers,"  11,020 ",   -00 ,"  18,695 ",   -00 ,,
Europe,Europe,Spain,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Spain,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Spain,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Spain,Persons under UNHCR's statelessness mandate,  440 ,   -00 ,   609 ,   -00 ,,
Europe,Europe,Spain,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Spain,Total population of concern,"   17,917 ",   -00 ,"  28,814 ",   -00 ,,
Europe,Europe,Sweden,Total Refugee and people in refugee-like situations,"  169,520 ",  -00 ,"  186,404 ",  -00 ,,
Europe,Europe,Sweden,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Sweden,Asylum-seekers,"   157,048 ",  -00 ,"  131,073 ",  -00 ,,
Europe,Europe,Sweden,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Sweden,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Sweden,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Sweden,Persons under UNHCR's statelessness mandate,"  31,062 ",   -00 ,"  31,062 ",   -00 ,,
Europe,Europe,Sweden,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Sweden,Total population of concern,"  357,630 ",  -00 ,"  348,539 ",  -00 ,,
Europe,Europe,Switzerland,Total Refugee and people in refugee-like situations,"   73,336 ",   -00 ,"  78,041 ",   -00 ,,
Europe,Europe,Switzerland,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Switzerland,Asylum-seekers,"  32,701 ",   -00 ,"  32,003 ",   -00 ,,
Europe,Europe,Switzerland,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Switzerland,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Switzerland,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Switzerland,Persons under UNHCR's statelessness mandate,  69 ,  -00 ,   73 ,  -00 ,,
Europe,Europe,Switzerland,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Switzerland,Total population of concern,"   106,106 ",  -00 ,"  110,117 ",  -00 ,,
Europe,Europe,The former Yugoslav Republic of Macedonia,Total Refugee and people in refugee-like situations,  701 ,   701 ,   688 ,   688 ,,
Europe,Europe,The former Yugoslav Republic of Macedonia,People in refugee-like situations,  171 ,   171 ,   180 ,   180 ,,
Europe,Europe,The former Yugoslav Republic of Macedonia,Asylum-seekers,   17 ,  17 ,  83 ,  83 ,,
Europe,Europe,The former Yugoslav Republic of Macedonia,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,The former Yugoslav Republic of Macedonia,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,The former Yugoslav Republic of Macedonia,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,The former Yugoslav Republic of Macedonia,Persons under UNHCR's statelessness mandate,  667 ,   667 ,   640 ,   640 ,,
Europe,Europe,The former Yugoslav Republic of Macedonia,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,The former Yugoslav Republic of Macedonia,Total population of concern,"   1,385 ","   1,385 ","   1,411 ","   1,411 ",,
Europe,Europe,Ukraine,Total Refugee and people in refugee-like situations,"   3,273 ",  574 ,"  3,241 ",  384 ,,
Europe,Europe,Ukraine,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Ukraine,Asylum-seekers,"  6,502 ","   3,866 ","   6,424 ","   3,217 ",,
Europe,Europe,Ukraine,Returned refugees,  -00 ,   -00 ,   3 ,   2 ,,
Europe,Europe,Ukraine,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations","   1,600,000 ","   358,000 ","   1,600,000 ","   57,721 ",ac,
Europe,Europe,Ukraine,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Ukraine,Persons under UNHCR's statelessness mandate,"   35,228 ",   40 ,"   35,168 ",   40 ,,
Europe,Europe,Ukraine,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,Ukraine,Total population of concern,"   1,645,003 ","   362,480 ","   1,644,836 ","   61,364 ",,
Europe,Europe,United Kingdom,Total Refugee and people in refugee-like situations,"  123,067 ",  -00 ,"  117,176 ",  -00 ,,
Europe,Europe,United Kingdom,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,United Kingdom,Asylum-seekers,"   33,981 ",   -00 ,"  34,445 ",   -00 ,,
Europe,Europe,United Kingdom,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,United Kingdom,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,United Kingdom,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,United Kingdom,Persons under UNHCR's statelessness mandate,   41 ,  -00 ,   60 ,  -00 ,,
Europe,Europe,United Kingdom,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Europe,Europe,United Kingdom,Total population of concern,"  157,089 ",  -00 ,"  151,681 ",  -00 ,,
Latin America and the Caribbean,Americas,Anguilla,Total Refugee and people in refugee-like situations,  1 ,   1 ,   1 ,   1 ,,
Latin America and the Caribbean,Americas,Anguilla,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Anguilla,Asylum-seekers,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Anguilla,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Anguilla,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Anguilla,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Anguilla,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Anguilla,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Anguilla,Total population of concern,  1 ,   1 ,   1 ,   1 ,,
Latin America and the Caribbean,Americas,Antigua and Barbuda,Total Refugee and people in refugee-like situations,   15 ,  15 ,  15 ,  15 ,,
Latin America and the Caribbean,Americas,Antigua and Barbuda,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Antigua and Barbuda,Asylum-seekers,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Antigua and Barbuda,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Antigua and Barbuda,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Antigua and Barbuda,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Antigua and Barbuda,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Antigua and Barbuda,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Antigua and Barbuda,Total population of concern,   15 ,  15 ,  15 ,  15 ,,
Latin America and the Caribbean,Americas,Argentina,Total Refugee and people in refugee-like situations,"  3,207 ",  165 ,"  3,222 ",  -00 ,,
Latin America and the Caribbean,Americas,Argentina,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Argentina,Asylum-seekers,"   1,078 ",  -00 ,"  1,764 ",  -00 ,,
Latin America and the Caribbean,Americas,Argentina,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Argentina,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Argentina,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Argentina,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Argentina,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Argentina,Total population of concern,"  4,285 ",  165 ,"  4,986 ",  -00 ,,
Latin America and the Caribbean,Americas,Aruba,Total Refugee and people in refugee-like situations,   2 ,   2 ,   2 ,   2 ,,
Latin America and the Caribbean,Americas,Aruba,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Aruba,Asylum-seekers,  -00 ,   -00 ,   4 ,   4 ,,
Latin America and the Caribbean,Americas,Aruba,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Aruba,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Aruba,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Aruba,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Aruba,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Aruba,Total population of concern,   2 ,   2 ,   6 ,   6 ,,
Latin America and the Caribbean,Americas,Bahamas,Total Refugee and people in refugee-like situations,   8 ,   8 ,   11 ,  11 ,,
Latin America and the Caribbean,Americas,Bahamas,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Bahamas,Asylum-seekers,  21 ,  20 ,  17 ,  17 ,,
Latin America and the Caribbean,Americas,Bahamas,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Bahamas,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Bahamas,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Bahamas,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   11 ,  11 ,,
Latin America and the Caribbean,Americas,Bahamas,Others of concern to UNHCR,  86 ,  -00 ,   86 ,  -00 ,,
Latin America and the Caribbean,Americas,Bahamas,Total population of concern,   115 ,   28 ,  125 ,   39 ,,
Latin America and the Caribbean,Americas,Barbados,Total Refugee and people in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Barbados,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Barbados,Asylum-seekers,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Barbados,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Barbados,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Barbados,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Barbados,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Barbados,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Barbados,Total population of concern,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Belize,Total Refugee and people in refugee-like situations,  35 ,  35 ,  165 ,   165 ,,
Latin America and the Caribbean,Americas,Belize,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Belize,Asylum-seekers,   722 ,   722 ,"  2,761 ","   2,760 ",,
Latin America and the Caribbean,Americas,Belize,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Belize,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Belize,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Belize,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Belize,Others of concern to UNHCR,   57 ,  57 ,  200 ,   50 ,,
Latin America and the Caribbean,Americas,Belize,Total population of concern,  814 ,   814 ,"  3,126 ","   2,975 ",,
Latin America and the Caribbean,Americas,Bolivia (Plurinational State of),Total Refugee and people in refugee-like situations,  775 ,   154 ,   778 ,   110 ,,
Latin America and the Caribbean,Americas,Bolivia (Plurinational State of),People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Bolivia (Plurinational State of),Asylum-seekers,   -00 ,   -00 ,   2 ,   2 ,,
Latin America and the Caribbean,Americas,Bolivia (Plurinational State of),Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Bolivia (Plurinational State of),"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
